"","id","contrast","totalAttempt","totalCorrect","meanResponseTime","percCorrect"
"111",17,2,8,8,2629.3125,1
"112",17,3,8,8,1891.51250000298,1
"113",17,4,1,1,1467.09999999404,1
"114",17,5,1,1,1550,1
"115",17,6,1,1,1517.09999999404,1
"116",17,7,1,1,1509,1
"117",17,8,1,1,1677.40000000596,1
"118",17,9,1,1,1193,1
"119",17,10,1,1,3666.10000002384,1
"120",18,4,1,0,3048.10000014305,0
"121",18,5,2,1,2952.5,0.5
"122",18,6,10,2,2360.86000003815,0.2
"123",18,7,11,10,1979.80909091776,0.909090909090909
"124",18,8,11,10,1827.53636364503,0.909090909090909
"125",18,9,3,3,1757.83333333333,1
"126",18,10,2,2,2925.44999992848,1
"127",19,1,14,7,5303.35714285698,0.5
"128",19,2,8,8,2583.12499999994,1
"129",19,3,9,8,1603.83333333535,0.888888888888889
"130",19,4,2,2,1221.94999999995,1
"131",19,5,2,2,1108.30000000004,1
"132",19,6,1,1,1249.79999999981,1
"133",19,7,1,1,1612.39999999991,1
"134",19,8,1,1,1181.39999999991,1
"135",19,9,1,1,1317.20000000019,1
"136",19,10,1,1,1552.5,1
"137",20,1,7,1,6246.48571426528,0.142857142857143
"138",20,2,10,7,3795.84000000954,0.7
"139",20,3,11,10,2709.90000001951,0.909090909090909
"140",20,4,5,5,3408.71999995709,1
"141",20,5,2,2,1833.30000001192,1
"142",20,6,1,1,1592,1
"143",20,7,1,1,1681.5,1
"144",20,8,1,1,1493.29999995232,1
"145",20,9,1,1,1956.79999995232,1
"146",20,10,1,1,3747.30000007153,1
"147",21,1,10,4,9304.42,0.4
"148",21,2,8,7,3410.5625,0.875
"149",21,3,9,8,3074.14444444444,0.888888888888889
"150",21,4,4,3,2395.3,0.75
"151",21,5,3,3,1845.03333333333,1
"152",21,6,2,2,1569.15,1
"153",21,7,1,1,1404.4,1
"154",21,8,1,1,1359,1
"155",21,9,1,1,1373,1
"156",21,10,1,1,7150.1,1
"157",23,1,14,5,25152.0357142857,0.357142857142857
"158",23,2,9,9,2710.23333337572,1
"159",23,3,10,10,2299.27999992371,1
"160",23,4,1,1,2009.5,1
"161",23,5,1,1,1667.90000009537,1
"162",23,6,1,1,1476.40000009537,1
"163",23,7,1,1,1902.30000019073,1
"164",23,8,1,1,2544.90000009537,1
"165",23,9,1,1,1873.7000002861,1
"166",23,10,1,1,1578.90000009537,1
"167",25,1,5,0,10017.1799999952,0
"168",25,2,9,5,7417.11111110449,0.555555555555556
"169",25,3,11,9,3273.70909091017,0.818181818181818
"170",25,4,7,7,1797.47142857313,1
"171",25,5,3,3,1753.89999998609,1
"172",25,6,1,1,1702.90000000596,1
"173",25,7,1,1,1597.80000001192,1
"174",25,8,1,1,1741.20000001788,1
"175",25,9,1,1,1635.79999998212,1
"176",25,10,1,1,1858.90000000596,1
"177",26,1,29,28,3176.01379310345,0.96551724137931
"178",26,2,2,2,1293.55,1
"179",26,3,2,2,1237.65,1
"180",26,4,1,1,1264,1
"181",26,5,1,1,7194.2,1
"182",26,6,1,1,1160.6,1
"183",26,7,1,1,1160.6,1
"184",26,8,1,1,2320.5,1
"185",26,9,1,1,1226.6,1
"186",26,10,1,1,3818.8,1
"187",29,1,12,5,4000.18333333343,0.416666666666667
"188",29,2,9,7,2840.5,0.777777777777778
"189",29,3,10,10,2514.10000000009,1
"190",29,4,3,3,2358.30000000013,1
"191",29,5,1,1,2015,1
"192",29,6,1,1,2347.5,1
"193",29,7,1,1,1793.70000000019,1
"194",29,8,1,1,1747.79999999981,1
"195",29,9,1,1,1777.20000000019,1
"196",29,10,1,1,5586.09999999963,1
"197",31,2,3,0,4530.4,0
"198",31,3,11,3,3429.10909090909,0.272727272727273
"199",31,4,12,12,2816.95,1
"200",31,5,9,9,2342.7,1
"201",31,6,1,1,1726.7,1
"202",31,7,1,1,1825.1,1
"203",31,8,1,1,1918.3,1
"204",31,9,1,1,4316.9,1
"205",31,10,1,1,3008.1,1
"206",32,1,19,12,22523.0526315789,0.631578947368421
"207",32,2,7,7,2963.42857142855,1
"208",32,3,7,7,2615.14285714292,1
"209",32,4,1,1,2234,1
"210",32,5,1,1,2770,1
"211",32,6,1,1,1969,1
"212",32,7,1,1,1869,1
"213",32,8,1,1,2207,1
"214",32,9,1,1,1894.99999999988,1
"215",32,10,1,1,2245,1
"216",33,1,11,1,7320.79090909091,0.0909090909090909
"217",33,2,10,10,3166.54,1
"218",33,3,11,10,2739.8,0.909090909090909
"219",33,4,1,1,2479.3,1
"220",33,5,2,2,1706.15,1
"221",33,6,1,1,2108.3,1
"222",33,7,1,1,2064.9,1
"223",33,8,1,1,1824.2,1
"224",33,9,1,1,3481.2,1
"225",33,10,1,1,2323.9,1
"226",34,1,16,10,6132.3437499972,0.625
"227",34,2,7,7,2918.15714285629,1
"228",34,3,8,7,2298.07500000298,0.875
"229",34,4,2,2,1848.75,1
"230",34,5,2,2,1697.04999999702,1
"231",34,6,1,1,1739.90000000596,1
"232",34,7,1,1,4139.29999999702,1
"233",34,8,1,1,1740.09999999404,1
"234",34,9,1,1,2162.70000000298,1
"235",34,10,1,1,2055.09999999404,1
"236",35,1,1,0,2289.9,0
"237",35,2,4,1,2310.3,0.25
"238",35,3,9,4,2454.62222222222,0.444444444444444
"239",35,4,11,9,1668.52727272727,0.818181818181818
"240",35,5,8,8,1391,1
"241",35,6,3,3,1094.4,1
"242",35,7,1,1,1412.8,1
"243",35,8,1,1,1354.5,1
"244",35,9,1,1,1048.6,1
"245",35,10,1,1,2727.4,1
"246",36,1,18,13,6319.83333333333,0.722222222222222
"247",36,2,7,6,2238.57142857143,0.857142857142857
"248",36,3,7,7,1800.28571428571,1
"249",36,4,2,2,1409,1
"250",36,5,1,1,1602,1
"251",36,6,1,1,1203,1
"252",36,7,1,1,1673,1
"253",36,8,1,1,1189,1
"254",36,9,1,1,1269,1
"255",36,10,1,1,2840,1
"256",38,1,5,0,10765.1600000143,0
"257",38,2,10,5,6372.79999998808,0.5
"258",38,3,11,10,3508.79999997399,0.909090909090909
"259",38,4,7,7,2410.1142857245,1
"260",38,5,2,2,2473.70000004769,1
"261",38,6,1,1,1740.70000004768,1
"262",38,7,1,1,1524.5,1
"263",38,8,1,1,1521.39999997616,1
"264",38,9,1,1,1558.10000002384,1
"265",38,10,1,1,1654.60000002384,1
"266",39,1,29,28,7228.75172413793,0.96551724137931
"267",39,2,2,2,4165.65,1
"268",39,3,2,2,4147.55,1
"269",39,4,1,1,2059.9,1
"270",39,5,1,1,1858.7,1
"271",39,6,1,1,2023.5,1
"272",39,7,1,1,1371.3,1
"273",39,8,1,1,3045.1,1
"274",39,9,1,1,1916.8,1
"275",39,10,1,1,9062.8,1
"276",40,1,13,5,6752.23076923077,0.384615384615385
"277",40,2,9,8,3360.66666666667,0.888888888888889
"278",40,3,10,10,2597.6,1
"279",40,4,2,2,1936,1
"280",40,5,1,1,2148,1
"281",40,6,1,1,2128,1
"282",40,7,1,1,1625,1
"283",40,8,1,1,1892,1
"284",40,9,1,1,1736,1
"285",40,10,1,1,2976,1
"286",41,1,10,1,4977.62,0.1
"287",41,2,10,10,2305.64,1
"288",41,3,11,10,2039.84545454545,0.909090909090909
"289",41,4,2,2,2252.55,1
"290",41,5,2,2,1710.45,1
"291",41,6,1,1,1527.2,1
"292",41,7,1,1,1480.8,1
"293",41,8,1,1,1522.5,1
"294",41,9,1,1,1527.8,1
"295",41,10,1,1,4274.6,1
"296",45,1,10,0,7029.99,0
"297",45,2,11,10,3688.24545454545,0.909090909090909
"298",45,3,11,11,2070.59090909091,1
"299",45,4,2,2,1530.45,1
"300",45,5,1,1,1021,1
"301",45,6,1,1,1349.3,1
"302",45,7,1,1,1368,1
"303",45,8,1,1,1174.9,1
"304",45,9,1,1,1208.8,1
"305",45,10,1,1,1223.4,1
"306",46,1,5,1,15825.24,0.2
"307",46,2,9,4,4408.73333333333,0.444444444444444
"308",46,3,10,9,5415.09,0.9
"309",46,4,7,6,2659.58571428571,0.857142857142857
"310",46,5,3,3,2538.06666666667,1
"311",46,6,2,2,2857.55,1
"312",46,7,1,1,3506.3,1
"313",46,8,1,1,2554.1,1
"314",46,9,1,1,1595,1
"315",46,10,1,1,15654.9,1
"316",47,1,15,6,5571.06666666667,0.4
"317",47,2,9,9,2105,1
"318",47,3,9,9,1922.77777777778,1
"319",47,4,1,1,1859,1
"320",47,5,1,1,1466,1
"321",47,6,1,1,1326,1
"322",47,7,1,1,1124,1
"323",47,8,1,1,1316,1
"324",47,9,1,1,1229,1
"325",47,10,1,1,1373,1
"326",49,1,11,1,6288.52727272727,0.0909090909090909
"327",49,2,11,11,2698.21818181818,1
"328",49,3,11,11,1967.69090909091,1
"329",49,4,1,1,1903.1,1
"330",49,5,1,1,1346,1
"331",49,6,1,1,1233.8,1
"332",49,7,1,1,1105.6,1
"333",49,8,1,1,1326.7,1
"334",49,9,1,1,1429.8,1
"335",49,10,1,1,1486.7,1
"336",50,1,10,0,10203.9,0
"337",50,2,11,10,3245.16363636472,0.909090909090909
"338",50,3,11,11,2973.48181818426,1
"339",50,4,2,2,1573.85000000149,1
"340",50,5,1,1,1210.60000000894,1
"341",50,6,1,1,1270.89999999106,1
"342",50,7,1,1,1594.70000000298,1
"343",50,8,1,1,1187.90000000596,1
"344",50,9,1,1,1100.60000000894,1
"345",50,10,1,1,1322.90000000596,1
"346",51,1,8,1,11894.9874999523,0.125
"347",51,2,10,8,3771.98000001907,0.8
"348",51,3,11,10,2818.09999990463,0.909090909090909
"349",51,4,4,4,2117.84999990463,1
"350",51,5,2,2,2332.25000023842,1
"351",51,6,1,1,2126.5,1
"352",51,7,1,1,1737.2999997139,1
"353",51,8,1,1,1088.7999997139,1
"354",51,9,1,1,1303.90000009537,1
"355",51,10,1,1,1949,1
"356",55,1,12,2,8073.91666666667,0.166666666666667
"357",55,2,10,10,2545.1,1
"358",55,3,11,11,2562.72727272727,1
"359",55,4,1,1,1948,1
"360",55,5,1,1,2374,1
"361",55,6,1,1,1953,1
"362",55,7,1,1,1848,1
"363",55,8,1,1,1855,1
"364",55,9,1,1,2569,1
"365",55,10,1,1,2703,1
"366",56,1,15,7,5974.84666666637,0.466666666666667
"367",56,2,9,9,2363.1555555558,1
"368",56,3,9,9,2273.48888888914,1
"369",56,4,1,1,1759.80000000075,1
"370",56,5,1,1,2861,1
"371",56,6,1,1,1750.5,1
"372",56,7,1,1,1607,1
"373",56,8,1,1,1843.39999999851,1
"374",56,9,1,1,1613.30000000075,1
"375",56,10,1,1,11849.3999999985,1
"376",57,1,4,1,11570.5999999642,0.25
"377",57,2,8,3,8174.26249992848,0.375
"378",57,3,10,8,4095.29999992847,0.8
"379",57,4,8,7,2894.22499996424,0.875
"380",57,5,4,4,2599.20000004768,1
"381",57,6,2,2,1741.85000014305,1
"382",57,7,1,1,2455.70000004768,1
"383",57,8,1,1,1779.70000004768,1
"384",57,9,1,1,2536.20000004768,1
"385",57,10,1,1,4080.29999995232,1
"386",58,1,15,8,4352.26666666667,0.533333333333333
"387",58,2,8,7,1968,0.875
"388",58,3,9,9,2411.88888888889,1
"389",58,4,2,2,2027.5,1
"390",58,5,1,1,2124,1
"391",58,6,1,1,1515,1
"392",58,7,1,1,1503,1
"393",58,8,1,1,2142,1
"394",58,9,1,1,2075,1
"395",58,10,1,1,4912,1
"396",59,1,7,0,6213.14285714286,0
"397",59,2,9,7,5424.88888888889,0.777777777777778
"398",59,3,11,9,3639.90909090909,0.818181818181818
"399",59,4,5,5,2711.6,1
"400",59,5,3,3,2368.66666666667,1
"401",59,6,1,1,3122,1
"402",59,7,1,1,1748,1
"403",59,8,1,1,1608,1
"404",59,9,1,1,1559,1
"405",59,10,1,1,7852,1
"406",60,1,2,0,23166.3499999941,0
"407",60,2,9,2,14378.0444444352,0.222222222222222
"408",60,3,11,9,6726.51818180626,0.818181818181818
"409",60,4,10,10,3619.04000000358,1
"410",60,5,3,3,2547.59999998411,1
"411",60,6,1,1,2956,1
"412",60,7,1,1,1544,1
"413",60,8,1,1,1680.60000002384,1
"414",60,9,1,1,1841.19999998808,1
"415",60,10,1,1,5874.69999998808,1
"416",61,4,2,0,15003,0
"417",61,5,8,2,8875.5,0.25
"418",61,6,12,8,3285.58333333333,0.666666666666667
"419",61,7,11,11,2489.09090909091,1
"420",61,8,5,5,2325.6,1
"421",61,9,1,1,1798,1
"422",61,10,1,1,5774,1
"423",62,1,9,2,5033.66666666667,0.222222222222222
"424",62,2,7,7,1539.42857142857,1
"425",62,3,10,8,1443.9,0.8
"426",62,4,3,3,1468.33333333333,1
"427",62,5,4,3,1466,0.75
"428",62,6,2,2,2259.5,1
"429",62,7,2,2,1885,1
"430",62,8,1,1,1778,1
"431",62,9,1,1,1661,1
"432",62,10,1,1,2964,1
"433",63,1,2,0,7322,0
"434",63,2,4,2,2881,0.5
"435",63,3,9,4,2809.33333333333,0.444444444444444
"436",63,4,8,8,1500.625,1
"437",63,5,8,6,1910,0.75
"438",63,6,3,3,1277.66666666667,1
"439",63,7,3,3,1493,1
"440",63,8,1,1,942,1
"441",63,9,1,1,1133,1
"442",63,10,1,1,2458,1
"443",65,1,4,1,7817.85000000894,0.25
"444",65,2,9,3,3282.26666667726,0.333333333333333
"445",65,3,11,9,4428.21818182685,0.818181818181818
"446",65,4,8,8,2161.16250000149,1
"447",65,5,3,3,2124.09999998411,1
"448",65,6,1,1,1741.09999996424,1
"449",65,7,1,1,1639.30000001192,1
"450",65,8,1,1,2482.90000003576,1
"451",65,9,1,1,4491.80000001192,1
"452",65,10,1,1,7169.39999997616,1
"453",66,1,11,10,8877.89090908995,0.909090909090909
"454",66,2,2,2,6037.3999999985,1
"455",66,3,2,2,2626.65000000037,1
"456",66,4,3,1,4526.36666666592,0.333333333333333
"457",66,5,3,3,4913.99999999876,1
"458",66,6,4,3,5428.72499999963,0.75
"459",66,7,3,2,4562.43333333482,0.666666666666667
"460",66,8,4,3,3734.47499999963,0.75
"461",66,9,3,3,4383.63333333408,1
"462",66,10,3,2,4439.20000000174,0.666666666666667
"463",66,11,1,1,5418.29999999702,1
"464",66,12,1,1,3003.30000000075,1
"465",69,1,9,0,6315,0
"466",69,2,11,9,1860.72727272727,0.818181818181818
"467",69,3,11,11,1450.09090909091,1
"468",69,4,3,3,4443.66666666667,1
"469",69,5,1,1,1002,1
"470",69,6,1,1,1076,1
"471",69,7,1,1,1370,1
"472",69,8,1,1,2124,1
"473",69,9,1,1,1214,1
"474",69,10,1,1,3962,1
"475",71,1,10,1,11536.36,0.1
"476",71,2,10,10,6072.72,1
"477",71,3,11,10,2764.81818181818,0.909090909090909
"478",71,4,2,2,2218.6,1
"479",71,5,2,2,2177.45,1
"480",71,6,1,1,2447.1,1
"481",71,7,1,1,1865.5,1
"482",71,8,1,1,2273.2,1
"483",71,9,1,1,2820.3,1
"484",71,10,1,1,3708,1
